id	offset_octets	longueur_octets	type	resume
Node-API.`napi_create_bigint_int64`	3684509	887	module	napi_status napi_create_bigint_int64(napi_env env, int64_t value, napi_value* result); [in] env: The environment that the AP
Node-API.`napi_create_bigint_uint64`	3685396	904	module	napi_status napi_create_bigint_uint64(napi_env env, uint64_t value, napi_value* result); [in] env: The environment that th
Node-API.`napi_create_bigint_words`	3686300	1252	module	napi_status napi_create_bigint_words(napi_env env, int sign_bit, size_t word_count, const
Node-API.`napi_create_string_latin1`	3687552	1203	module	napi_status napi_create_string_latin1(napi_env env, const char* str, size_t length, na
Node-API.`node_api_create_external_string_latin1`	3688755	2394	module	napi_status node_api_create_external_string_latin1(napi_env env, char* str, size_t length,
Node-API.`napi_create_string_utf16`	3691149	1207	module	napi_status napi_create_string_utf16(napi_env env, const char16_t* str, size_t length, na
Node-API.`node_api_create_external_string_utf16`	3692356	2396	module	napi_status node_api_create_external_string_utf16(napi_env env, char16_t* str, size_t length,
Node-API.`napi_create_string_utf8`	3694752	1174	module	napi_status napi_create_string_utf8(napi_env env, const char* str, size_t length, napi_value
Node-API.functions_to_create_optimized_property_keys	3695926	1082	module	Many JavaScript engines including V8 use internalized strings as keys to set and get property values.
Node-API.`node_api_create_property_key_latin1`	3697008	1625	module	napi_status NAPI_CDECL node_api_create_property_key_latin1(napi_env env, const char* str,
Node-API.`node_api_create_property_key_utf16`	3698633	1427	module	napi_status NAPI_CDECL node_api_create_property_key_utf16(napi_env env, const char16_t* str,
Node-API.`node_api_create_property_key_utf8`	3700060	1408	module	napi_status NAPI_CDECL node_api_create_property_key_utf8(napi_env env, const char* str,
Node-API.functions_to_convert_from_node-api_to_c_types	3701468	285	module	
Node-API.`napi_get_array_length`	3701753	969	module	napi_status napi_get_array_length(napi_env env, napi_value value, uint32_t* result) [in] env: The environment that the API is invo
Node-API.`napi_get_arraybuffer_info`	3702722	1658	module	napi_status napi_get_arraybuffer_info(napi_env env, napi_value arraybuffer, void** data,
Node-API.`napi_get_buffer_info`	3704380	1398	module	napi_status napi_get_buffer_info(napi_env env, napi_value value, void** data, size_t* length) [in]
Node-API.`napi_get_prototype`	3705778	933	module	napi_status napi_get_prototype(napi_env env, napi_value object, napi_value* result) [in] env: The environment that the API is invoked un
Node-API.`napi_get_typedarray_info`	3706711	1980	module	napi_status napi_get_typedarray_info(napi_env env, napi_value typedarray, napi_typedarray_type* type,
Node-API.`napi_get_dataview_info`	3708691	1393	module	napi_status napi_get_dataview_info(napi_env env, napi_value dataview, size_t* byte_length, void
Node-API.`napi_get_date_value`	3710084	1113	module	napi_status napi_get_date_value(napi_env env, napi_value value, double* result) [in] env: The environment that the API is invoked unde
Node-API.`napi_get_value_bool`	3711197	830	module	napi_status napi_get_value_bool(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_get_value_double`	3712027	969	module	napi_status napi_get_value_double(napi_env env, napi_value value, double* result) [in] env: The environment that the API is invoke
Node-API.`napi_get_value_bigint_int64`	3712996	1196	module	napi_status napi_get_value_bigint_int64(napi_env env, napi_value value, int64_t* result,
Node-API.`napi_get_value_bigint_uint64`	3714192	1204	module	napi_status napi_get_value_bigint_uint64(napi_env env, napi_value value, uint64_t* result,
Node-API.`napi_get_value_bigint_words`	3715396	1419	module	napi_status napi_get_value_bigint_words(napi_env env, napi_value value, int* sign_bit,
Node-API.`napi_get_value_external`	3716815	1001	module	napi_status napi_get_value_external(napi_env env, napi_value value, void** result) [in] env: The environment that the API is i
Node-API.`napi_get_value_int32`	3717816	1258	module	napi_status napi_get_value_int32(napi_env env, napi_value value, int32_t* result) [in] env: The environment that the API is invoked
Node-API.`napi_get_value_int64`	3719074	1178	module	napi_status napi_get_value_int64(napi_env env, napi_value value, int64_t* result) [in] env: The environment that the API is invoked
Node-API.`napi_get_value_string_latin1`	3720252	1537	module	napi_status napi_get_value_string_latin1(napi_env env, napi_value value, char* buf,
Node-API.`napi_get_value_string_utf8`	3721789	1508	module	napi_status napi_get_value_string_utf8(napi_env env, napi_value value, char* buf, s
Node-API.`napi_get_value_string_utf16`	3723297	1539	module	napi_status napi_get_value_string_utf16(napi_env env, napi_value value, char16_t* buf,
Node-API.`napi_get_value_uint32`	3724836	971	module	napi_status napi_get_value_uint32(napi_env env, napi_value value, uint32_t* result) [in] env: The environment that the API is invo
Node-API.functions_to_get_global_instances	3725807	249	module	
Node-API.`napi_get_boolean`	3726056	760	module	napi_status napi_get_boolean(napi_env env, bool value, napi_value* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_get_global`	3726816	588	module	napi_status napi_get_global(napi_env env, napi_value* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_get_null`	3727404	574	module	napi_status napi_get_null(napi_env env, napi_value* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_get_undefined`	3727978	608	module	napi_status napi_get_undefined(napi_env env, napi_value* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_coerce_to_bool`	3728586	915	module	napi_status napi_coerce_to_bool(napi_env env, napi_value value, napi_value* result) [in] env: The environment that the API is invoked
Node-API.`napi_coerce_to_number`	3729501	1002	module	napi_status napi_coerce_to_number(napi_env env, napi_value value, napi_value* result) [in] env: The environment that the API is in
Node-API.`napi_coerce_to_object`	3730503	924	module	napi_status napi_coerce_to_object(napi_env env, napi_value value, napi_value* result) [in] env: The environment that the API is in
Node-API.`napi_coerce_to_string`	3731427	1002	module	napi_status napi_coerce_to_string(napi_env env, napi_value value, napi_value* result) [in] env: The environment that the API is in
Node-API.`napi_typeof`	3732429	1124	module	napi_status napi_typeof(napi_env env, napi_value value, napi_valuetype* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_instanceof`	3733553	1074	module	napi_status napi_instanceof(napi_env env, napi_value object, napi_value constructor, bool* result) [in] env: The e
Node-API.`napi_is_array`	3734627	736	module	napi_status napi_is_array(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_arraybuffer`	3735363	694	module	napi_status napi_is_arraybuffer(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_buffer`	3736057	810	module	napi_status napi_is_buffer(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_date`	3736867	673	module	napi_status napi_is_date(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_typedarray`	3737540	697	module	napi_status napi_is_typedarray(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_dataview`	3738237	682	module	napi_status napi_is_dataview(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`napi_strict_equals`	3738919	1003	module	napi_status napi_strict_equals(napi_env env, napi_value lhs, napi_value rhs, bool* result) [in] env: The
Node-API.`napi_detach_arraybuffer`	3739922	1200	module	napi_status napi_detach_arraybuffer(napi_env env, napi_value arraybuffer) [in] env: The environment that the API is invoked under.
Node-API.`napi_is_detached_arraybuffer`	3741122	1070	module	napi_status napi_is_detached_arraybuffer(napi_env env, napi_value arraybuffer, bool* result) [in] env: The environme
Node-API.`node_api_is_sharedarraybuffer`	3742192	765	module	napi_status node_api_is_sharedarraybuffer(napi_env env, napi_value value, bool* result) [in] env: The environment that the API is invoked under.
Node-API.`node_api_create_sharedarraybuffer`	3742957	1853	module	napi_status node_api_create_sharedarraybuffer(napi_env env, size_t byte_length, void** data,
Node-API.structures	3744810	180	module	
Node-API.`napi_property_attributes`	3744990	2173	module	typedef enum { napi_default = 0, napi_writable = 1 << 0, napi_enumerable = 1 << 1, napi_configurable = 1 << 2, // Used with napi_define_class to distinguish static properties // from inst
Node-API.`napi_property_descriptor`	3747163	2311	module	typedef struct { // One of utf8name or name should be NULL.
Node-API.functions	3749474	177	module	
Node-API.`napi_get_property_names`	3749651	1146	module	napi_status napi_get_property_names(napi_env env, napi_value object, napi_value* result); [in] env: The environment that the N
Node-API.`napi_get_all_property_names`	3750797	1456	module	napi_get_all_property_names(napi_env env, napi_value object, napi_key_collection_mode key_mode, napi_key_filter key_
Node-API.`napi_set_property`	3752253	896	module	napi_status napi_set_property(napi_env env, napi_value object, napi_value key, napi_value value); [in] env:
Node-API.`napi_get_property`	3753149	934	module	napi_status napi_get_property(napi_env env, napi_value object, napi_value key, napi_value* result); [in] env
Node-API.`napi_has_property`	3754083	937	module	napi_status napi_has_property(napi_env env, napi_value object, napi_value key, bool* result); [in] env: The
Node-API.`napi_delete_property`	3755020	990	module	napi_status napi_delete_property(napi_env env, napi_value object, napi_value key, bool* result); [i
Node-API.`napi_has_own_property`	3756010	1100	module	napi_status napi_has_own_property(napi_env env, napi_value object, napi_value key, bool* result);
Node-API.`napi_set_named_property`	3757110	1018	module	napi_status napi_set_named_property(napi_env env, napi_value object, const char* utf8Name, n
Node-API.`napi_get_named_property`	3758128	1036	module	napi_status napi_get_named_property(napi_env env, napi_value object, const char* utf8Name, n
Node-API.`napi_has_named_property`	3759164	1044	module	napi_status napi_has_named_property(napi_env env, napi_value object, const char* utf8Name, b
Node-API.`napi_set_element`	3760208	897	module	napi_status napi_set_element(napi_env env, napi_value object, uint32_t index, napi_value value); [in] env: The
Node-API.`napi_get_element`	3761105	911	module	napi_status napi_get_element(napi_env env, napi_value object, uint32_t index, napi_value* result); [in] env: Th
Node-API.`napi_has_element`	3762016	950	module	napi_status napi_has_element(napi_env env, napi_value object, uint32_t index, bool* result); [in] env: The envi
Node-API.`napi_delete_element`	3762966	984	module	napi_status napi_delete_element(napi_env env, napi_value object, uint32_t index, bool* result); [in] e
Node-API.`napi_define_properties`	3763950	1357	module	napi_status napi_define_properties(napi_env env, napi_value object, size_t property_count, cons
Node-API.`napi_object_freeze`	3765307	1046	module	napi_status napi_object_freeze(napi_env env, napi_value object); [in] env: The environment that the Node-API call is invoked under.
Node-API.`napi_object_seal`	3766353	830	module	napi_status napi_object_seal(napi_env env, napi_value object); [in] env: The environment that the Node-API call is invoked under.
Node-API.`napi_call_function`	3767183	2507	module	NAPI_EXTERN napi_status napi_call_function(napi_env env, napi_value recv, napi_value func,
Node-API.`napi_create_function`	3769690	3122	module	napi_status napi_create_function(napi_env env, const char* utf8name, size_t length, napi_callback cb,
Node-API.`napi_get_cb_info`	3772812	1757	module	napi_status napi_get_cb_info(napi_env env, napi_callback_info cbinfo, size_t* argc, napi_value* argv,
Node-API.`napi_get_new_target`	3774569	929	module	napi_status napi_get_new_target(napi_env env, napi_callback_info cbinfo, napi_value* result) [in] env: The environment that the API is
Node-API.`napi_new_instance`	3775498	2118	module	napi_status napi_new_instance(napi_env env, napi_value cons, size_t argc, napi_value* argv,
Node-API.`napi_define_class`	3777616	3879	module	napi_status napi_define_class(napi_env env, const char* utf8name, size_t length, napi_callback constructor,
Node-API.`napi_wrap`	3781495	3147	module	napi_status napi_wrap(napi_env env, napi_value js_object, void* native_object, napi_finalize finalize_cb, void*
Node-API.`napi_unwrap`	3784642	1186	module	napi_status napi_unwrap(napi_env env, napi_value js_object, void** result); [in] env: The environment that the API is invoked under.
Node-API.`napi_remove_wrap`	3785828	1045	module	napi_status napi_remove_wrap(napi_env env, napi_value js_object, void** result); [in] env: The environment that the API is invoked under.
Node-API.`napi_type_tag_object`	3786873	1169	module	napi_status napi_type_tag_object(napi_env env, napi_value js_object, const napi_type_tag* type_tag); [in] env: The environment that
Node-API.`napi_check_object_type_tag`	3788042	1344	module	napi_status napi_check_object_type_tag(napi_env env, napi_value js_object, const napi_type_tag* type_tag,
Node-API.`napi_add_finalizer`	3789386	1861	module	napi_status napi_add_finalizer(napi_env env, napi_value js_object, void* finalize_data, node_api_basic_fina
Node-API.`node_api_post_finalizer`	3791247	1548	module	napi_status node_api_post_finalizer(node_api_basic_env env, napi_finalize finalize_cb, void* finalize_data,
Node-API.`napi_create_async_work`	3792795	2404	module	napi_status napi_create_async_work(napi_env env, napi_value async_resource, napi_value async_resource_name,
Node-API.`napi_delete_async_work`	3795199	795	module	napi_status napi_delete_async_work(napi_env env, napi_async_work work); [in] env: The environment that the API is invoked under.
Node-API.`napi_queue_async_work`	3795994	899	module	napi_status napi_queue_async_work(node_api_basic_env env, napi_async_work work); [in] env: The environment that the API is invoked under.
Node-API.`napi_cancel_async_work`	3796893	1141	module	napi_status napi_cancel_async_work(node_api_basic_env env, napi_async_work work); [in] env: The environment that the API is invoked under.
Node-API.`napi_async_init`	3798034	2142	module	napi_status napi_async_init(napi_env env, napi_value async_resource, napi_value async_resource_name, napi_async_cont
Node-API.`napi_async_destroy`	3800176	724	module	napi_status napi_async_destroy(napi_env env, napi_async_context async_context); [in] env: The environment that the API is invoked under.
Node-API.`napi_make_callback`	3800900	2676	module	NAPI_EXTERN napi_status napi_make_callback(napi_env env, napi_async_context async_context, napi_value recv,
Node-API.`napi_open_callback_scope`	3803576	1561	module	NAPI_EXTERN napi_status napi_open_callback_scope(napi_env env, napi_value resource_object, napi_async_
Node-API.`napi_close_callback_scope`	3805137	747	module	NAPI_EXTERN napi_status napi_close_callback_scope(napi_env env, napi_callback_scope scope) [in] env: The environment that the API is invoked under.
Node-API.`napi_get_node_version`	3805884	1107	module	typedef struct { uint32_t major; uint32_t minor; uint32_t patch; const char* release; } napi_node_version; napi_status napi_get_node_version(node_api_basic_env env,
Node-API.`napi_get_version`	3806991	1328	module	napi_status napi_get_version(node_api_basic_env env, uint32_t* result); [in] env: The environment that the API is invoked under.
Node-API.`napi_adjust_external_memory`	3808319	1707	module	NAPI_EXTERN napi_status napi_adjust_external_memory(node_api_basic_env env, int64_t change_in_bytes,
Node-API.`napi_create_promise`	3810026	993	module	napi_status napi_create_promise(napi_env env, napi_deferred* deferred, napi_value* promise); [in] env: The environment that the API is
Node-API.`napi_resolve_deferred`	3811019	1262	module	napi_status napi_resolve_deferred(napi_env env, napi_deferred deferred, napi_value resolution); [in] env: The environment that the
Node-API.`napi_reject_deferred`	3812281	1251	module	napi_status napi_reject_deferred(napi_env env, napi_deferred deferred, napi_value rejection); [in] env: The environment that the API
Node-API.`napi_is_promise`	3813532	772	module	napi_status napi_is_promise(napi_env env, napi_value value, bool* is_promise); [in] env: The environment that the API is invoked under.
Node-API.`napi_run_script`	3814304	1399	module	NAPI_EXTERN napi_status napi_run_script(napi_env env, napi_value script, napi_value* result); [in] env: The environmen
Node-API.`napi_get_uv_event_loop`	3815703	981	module	NAPI_EXTERN napi_status napi_get_uv_event_loop(node_api_basic_env env, struct uv_loop_s** loop); [in] env: The environment that the API is invoked unde
Node-API.calling_a_thread-safe_function	3816684	2494	module	napi_call_threadsafe_function() can be used for initiating a call into JavaScript.
Node-API.reference_counting_of_thread-safe_functions	3819178	2984	module	Threads can be added to and removed from a napi_threadsafe_function object during its existence.
Node-API.deciding_whether_to_keep_the_process_running	3822162	1006	module	Similarly to libuv handles, thread-safe functions can be "referenced" and "unreferenced".
Node-API.`napi_create_threadsafe_function`	3823168	2740	module	NAPI_EXTERN napi_status napi_create_threadsafe_function(napi_env env, napi_value func, napi_value async_resource,
Node-API.`napi_get_threadsafe_function_context`	3825908	812	module	NAPI_EXTERN napi_status napi_get_threadsafe_function_context(napi_threadsafe_function func, void** result); [in] func: The thread-safe function for which to retr
Node-API.`napi_call_threadsafe_function`	3826720	1568	module	NAPI_EXTERN napi_status napi_call_threadsafe_function(napi_threadsafe_function func, void* data, napi_threadsafe_function_call_mode is_block
Node-API.`napi_acquire_threadsafe_function`	3828288	922	module	NAPI_EXTERN napi_status napi_acquire_threadsafe_function(napi_threadsafe_function func); [in] func: The asynchronous thread-safe JavaScript function to start making use of.
Node-API.`napi_release_threadsafe_function`	3829210	1449	module	NAPI_EXTERN napi_status napi_release_threadsafe_function(napi_threadsafe_function func, napi_threadsafe_function_release_mode mode); [in] func: The asynchronous thre
Node-API.`napi_ref_threadsafe_function`	3830659	1127	module	NAPI_EXTERN napi_status napi_ref_threadsafe_function(node_api_basic_env env, napi_threadsafe_function func); [in] env: The environment that the API is invoked under.
Node-API.`napi_unref_threadsafe_function`	3831786	853	module	NAPI_EXTERN napi_status napi_unref_threadsafe_function(node_api_basic_env env, napi_threadsafe_function func); [in] env: The environment that the API is invoked under.
Node-API.`node_api_get_module_file_name`	3832639	945	module	NAPI_EXTERN napi_status node_api_get_module_file_name(node_api_basic_env env, const char** result); [in] env: The environment that the API is invoked under.
Debugger.stepping	3833584	476	module	cont, c: Continue execution next, n: Step next step, s: Step in out, o: Step out pause: Pause running code (like pause button in Developer Tools)
Debugger.breakpoints	3834060	2338	module	setBreakpoint(), sb(): Set breakpoint on current line setBreakpoint(line), sb(line): Set breakpoint on specific line setBreakpoint('fn()'), sb(...): Set breakpoint on a first statement in function's b
Debugger.information	3836398	1278	module	backtrace, bt: Print backtrace of current execution frame list(5): List scripts source code with 5 line context (5 lines before and after) watch(expr): Add expression to watch list unwatch(expr): Remo
Debugger.execution_control	3837676	405	module	run: Run script (automatically runs on debugger's start) restart: Restart script kill: Kill script
Debugger.various	3838081	301	module	scripts: List all loaded scripts version: Display V8's version
Debugger.js	3838382	2216	module	V8 Inspector integration allows attaching Chrome DevTools to Node.js instances for debugging and profiling.
Errors.captureStackTrace	3840598	1550	method	Creates a .stack property on targetObject, which when accessed returns a string representing the location in the code at which Error.captureStackTrace() was called.
Errors.common_system_errors	3842148	3148	module	This is a list of system errors commonly-encountered when writing a Node.js program.
Errors.`abort_err`	3845296	547	module	Used when an operation has been aborted (typically using an AbortController).
Errors.`err_access_denied`	3845843	463	module	A special type of error that is triggered whenever Node.js tries to get access to a resource restricted by the Permission Model.
Errors.`err_ambiguous_argument`	3846306	745	module	A function argument is being used in a way that suggests that the function signature may be misunderstood.
Errors.`err_arg_not_iterable`	3847051	356	module	An iterable argument (i.e.
Errors.`err_assertion`	3847407	502	module	A special type of error that can be triggered whenever Node.js detects an exceptional logic violation that should never occur.
Errors.`err_async_callback`	3847909	392	module	An attempt was made to register something that is not a function as an AsyncHooks callback.
Errors.`err_async_type`	3848301	375	module	The type of an asynchronous resource was invalid.
Errors.`err_brotli_compression_failed`	3848676	367	module	Data passed to a Brotli stream was not successfully compressed.
Errors.`err_brotli_invalid_param`	3849043	376	module	An invalid parameter key was passed during construction of a Brotli stream.
Errors.`err_buffer_context_not_available`	3849419	967	module	An attempt was made to create a Node.js Buffer instance from addon or embedder code, while in a JS engine Context that is not associated with a Node.js instance.
Errors.`err_buffer_out_of_bounds`	3850386	342	module	An operation outside the bounds of a Buffer was attempted.
Errors.`err_buffer_too_large`	3850728	378	module	An attempt has been made to create a Buffer larger than the maximum allowed size.
Errors.`err_cannot_watch_sigint`	3851106	323	module	Node.js was unable to watch for the SIGINT signal.
Errors.`err_child_closed_before_reply`	3851429	365	module	A child process was closed before the parent received a reply.
Errors.`err_child_process_ipc_required`	3851794	396	module	Used when a child process is being forked without specifying an IPC channel.
Errors.`err_child_process_stdio_maxbuffer`	3852190	551	module	Used when the main process is trying to read data from the child process's STDERR/STDOUT, and the data's length is longer than the maxBuffer option.
Errors.`err_closed_message_port`	3852741	443	module	There was an attempt to use a MessagePort instance in a closed state, usually after .close() has been called.
Errors.`err_console_writable_stream`	3853184	441	module	Console was instantiated without stdout stream, or Console has a non-writable stdout or stderr stream.
Errors.`err_construct_call_invalid`	3853625	336	module	A class constructor was called that is not callable.
Errors.`err_construct_call_required`	3853961	333	module	A constructor for a class was called without new.
Errors.`err_context_not_initialized`	3854294	555	module	The vm context passed into the API is not yet initialized.
Errors.`err_cpu_profile_already_started`	3854849	357	module	The CPU profile with the given name is already started.
Errors.`err_cpu_profile_not_started`	3855206	337	module	The CPU profile with the given name is not started.
Errors.`err_cpu_profile_too_many`	3855543	322	module	There are too many CPU profiles being collected.
Errors.`err_crypto_custom_engine_not_supported`	3855865	694	module	An OpenSSL engine was requested (for example, through the clientCertEngine or privateKeyEngine TLS options) that is not supported by the version of OpenSSL being used, likely due to the compile-time f
Errors.`err_crypto_ecdh_invalid_format`	3856559	448	module	An invalid value for the format argument was passed to the crypto.ECDH() class getPublicKey() method.
Errors.`err_crypto_ecdh_invalid_public_key`	3857007	532	module	An invalid value for the key argument has been passed to the crypto.ECDH() class computeSecret() method.
Errors.`err_crypto_engine_unknown`	3857539	401	module	An invalid crypto engine identifier was passed to require('node:crypto').setEngine().
Errors.`err_crypto_fips_forced`	3857940	482	module	The --force-fips command-line argument was used but there was an attempt to enable or disable FIPS mode in the node:crypto module.
Errors.`err_crypto_fips_unavailable`	3858422	405	module	An attempt was made to enable or disable FIPS mode, but FIPS mode was not available.
Errors.`err_crypto_hash_finalized`	3858827	403	module	hash.digest() was called multiple times.
Errors.`err_crypto_hash_update_failed`	3859230	350	module	hash.update() failed for any reason.
Errors.`err_crypto_incompatible_key`	3859580	371	module	The given crypto keys are incompatible with the attempted operation.
Errors.`err_crypto_incompatible_key_options`	3859951	417	module	The selected public or private key encoding is incompatible with other options.
Errors.`err_crypto_initialization_failed`	3860368	342	module	Initialization of the crypto subsystem failed.
Errors.`err_crypto_invalid_auth_tag`	3860710	321	module	An invalid authentication tag was provided.
Errors.`err_crypto_invalid_counter`	3861031	348	module	An invalid counter was provided for a counter-mode cipher.
Errors.`err_crypto_invalid_curve`	3861379	304	module	An invalid elliptic-curve was provided.
Errors.`err_crypto_invalid_digest`	3861683	327	module	An invalid crypto digest algorithm was specified.
Errors.`err_crypto_invalid_iv`	3862010	309	module	An invalid initialization vector was provided.
Errors.`err_crypto_invalid_jwk`	3862319	294	module	An invalid JSON Web Key was provided.
Errors.`err_crypto_invalid_keylen`	3862613	299	module	An invalid key length was provided.
Errors.`err_crypto_invalid_keypair`	3862912	298	module	An invalid key pair was provided.
Errors.`err_crypto_invalid_keytype`	3863210	298	module	An invalid key type was provided.
Errors.`err_crypto_invalid_key_object_type`	3863508	404	module	The given crypto key object's type is invalid for the attempted operation.
Errors.`err_crypto_invalid_messagelen`	3863912	319	module	An invalid message length was provided.
Errors.`err_crypto_invalid_scrypt_params`	3864231	350	module	Invalid scrypt algorithm parameters were provided.
Errors.`err_crypto_invalid_state`	3864581	434	module	A crypto method was used on an object that was in an invalid state.
Errors.`err_crypto_invalid_tag_length`	3865015	341	module	An invalid authentication tag length was provided.
Errors.`err_crypto_job_init_failed`	3865356	348	module	Initialization of an asynchronous crypto operation failed.
Errors.`err_crypto_jwk_unsupported_curve`	3865704	434	module	Key's Elliptic Curve is not registered for use in the JSON Web Key Elliptic Curve Registry.
Errors.`err_crypto_jwk_unsupported_key_type`	3866138	435	module	Key's Asymmetric Key Type is not registered for use in the JSON Web Key Types Registry.
Errors.`err_crypto_operation_failed`	3866573	359	module	A crypto operation failed for an otherwise unspecified reason.
Errors.`err_crypto_pbkdf2_error`	3866932	402	module	The PBKDF2 algorithm failed for unspecified reasons.
Errors.`err_crypto_scrypt_invalid_parameter`	3867334	445	module	One or more crypto.scrypt() or crypto.scryptSync() parameters are outside their legal range.
Errors.`err_crypto_scrypt_not_supported`	3867779	444	module	Node.js was compiled without scrypt support.
Errors.`err_crypto_sign_key_required`	3868223	352	module	A signing key was not provided to the sign.sign() method.
Errors.`err_crypto_timing_safe_equal_length`	3868575	469	module	crypto.timingSafeEqual() was called with Buffer, TypedArray, or DataView arguments of different lengths.
Errors.`err_crypto_unknown_cipher`	3869044	293	module	An unknown cipher was specified.
Errors.`err_crypto_unknown_dh_group`	3869337	393	module	An unknown Diffie-Hellman group name was given.
Errors.`err_crypto_unsupported_operation`	3869730	374	module	An attempt to invoke an unsupported crypto operation was made.
Errors.`err_debugger_error`	3870104	280	module	An error occurred with the debugger.
Errors.`err_debugger_startup_error`	3870384	370	module	The debugger timed out waiting for the required host/port to be free.
Errors.`err_dir_closed`	3870754	262	module	The fs.Dir was previously closed.
Errors.`err_dir_concurrent_operation`	3871016	444	module	A synchronous read or close call was attempted on an fs.Dir which has ongoing asynchronous operations.
Errors.`err_dlopen_disabled`	3871460	327	module	Loading native addons has been disabled using --no-addons.
Errors.`err_dlopen_failed`	3871787	273	module	A call to process.dlopen() failed.
Errors.`err_dns_set_servers_failed`	3872060	304	module	c-ares failed to set the DNS server.
Errors.`err_domain_callback_not_available`	3872364	659	module	The node:domain module was not usable since it could not establish the required error handling hooks, because process.setUncaughtExceptionCaptureCallback() had been called at an earlier point in time.
Errors.`err_domain_cannot_set_uncaught_exception_capture`	3873023	690	module	process.setUncaughtExceptionCaptureCallback() could not be called because the node:domain module has been loaded at an earlier point in time.
Errors.`err_duplicate_startup_snapshot_main_function`	3873713	508	module	v8.startupSnapshot.setDeserializeMainFunction() could not be called because it had already been called before.
Errors.`err_encoding_invalid_encoded_data`	3874221	419	module	Data provided to TextDecoder() API was invalid according to the encoding provided.
Errors.`err_encoding_not_supported`	3874640	404	module	Encoding provided to TextDecoder() API was not one of the WHATWG Supported Encodings.
Errors.`err_eval_esm_cannot_print`	3875044	305	module	--print cannot be used with ESM input.
Errors.`err_event_recursion`	3875349	369	module	Thrown when an attempt is made to recursively dispatch an event on EventTarget.
Errors.`err_execution_environment_not_available`	3875718	530	module	The JS execution context is not associated with a Node.js environment.
Errors.`err_falsy_value_rejection`	3876248	407	module	A Promise that was callbackified via util.callbackify() was rejected with a falsy value.
Errors.`err_feature_unavailable_on_platform`	3876655	459	module	Used when a feature that is not available to the current platform which is running Node.js is used.
Errors.`err_fs_cp_dir_to_non_dir`	3877114	418	module	An attempt was made to copy a directory to a non-directory (file, symlink, etc.) using fs.cp().
Errors.`err_fs_cp_eexist`	3877532	442	module	An attempt was made to copy over a file that already existed with fs.cp(), with the force and errorOnExist set to true.
Errors.`err_fs_cp_einval`	3877974	320	module	When using fs.cp(), src or dest pointed to an invalid path.
Errors.`err_fs_cp_fifo_pipe`	3878294	319	module	An attempt was made to copy a named pipe with fs.cp().
Errors.`err_fs_cp_non_dir_to_dir`	3878613	418	module	An attempt was made to copy a non-directory (file, symlink, etc.) to a directory using fs.cp().
Errors.`err_fs_cp_socket`	3879031	308	module	An attempt was made to copy to a socket with fs.cp().
Errors.`err_fs_cp_symlink_to_subdirectory`	3879339	397	module	When using fs.cp(), a symlink in dest pointed to a subdirectory of src.
Errors.`err_fs_cp_unknown`	3879736	335	module	An attempt was made to copy to an unknown file type with fs.cp().
Errors.`err_fs_eisdir`	3880071	233	module	Path is a directory.
Errors.`err_fs_file_too_large`	3880304	563	module	An attempt was made to read a file larger than the supported 2 GiB limit for fs.readFile().
Errors.`err_fs_invalid_symlink_type`	3880867	403	module	An invalid symlink type was passed to the fs.symlink() or fs.symlinkSync() methods.
Errors.`err_fs_watch_queue_overflow`	3881270	469	module	The number of file system events queued without being handled exceeded the size specified in maxQueue in fs.watch().
Errors.`err_http2_altsvc_invalid_origin`	3881739	335	module	HTTP/2 ALTSVC frames require a valid origin.
Errors.`err_http2_altsvc_length`	3882074	363	module	HTTP/2 ALTSVC frames are limited to a maximum of 16,382 payload bytes.
Errors.`err_http2_connect_authority`	3882437	411	module	For HTTP/2 requests using the CONNECT method, the :authority pseudo-header is required.
Errors.`err_http2_connect_path`	3882848	388	module	For HTTP/2 requests using the CONNECT method, the :path pseudo-header is forbidden.
Errors.`err_http2_connect_scheme`	3883236	398	module	For HTTP/2 requests using the CONNECT method, the :scheme pseudo-header is forbidden.
Errors.`err_http2_error`	3883634	281	module	A non-specific HTTP/2 error has occurred.
Errors.`err_http2_goaway_session`	3883915	452	module	New HTTP/2 Streams may not be opened after the Http2Session has received a GOAWAY frame from the connected peer.
Errors.`err_http2_headers_after_respond`	3884367	397	module	An additional headers was specified after an HTTP/2 response was initiated.
Errors.`err_http2_headers_sent`	3884764	328	module	An attempt was made to send multiple response headers.
Errors.`err_http2_header_single_value`	3885092	449	module	Multiple values were provided for an HTTP/2 header field that was required to have only a single value.
